CAR,TYPE,IN(s),OUT(s),WAIT(s),FLOW(s),能力判断,SEGMENTS
Car#836,C,54309.5,55813.5,5960.0,1504.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:54309.5s 加:56.0s 等前:5879.5s 等后:8.5s) | ST2 集约(开:54374.0s 加:111.0s 等前:0.0s 等后:9.5s) | ST3 空气悬挂+快充(开:54494.5s 加:108.5s 等前:0.0s 等后:23.0s) | ST4 四轮定位上、下(开:54626.0s 加:120.5s 等前:0.0s 等后:23.0s) | ST5 ADAS(开:54769.5s 加:107.0s 等前:0.0s 等后:7.5s) | ST6 ARHUD+慢充(开:54884.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:55027.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:55142.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:55256.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:55368.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:55368.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:55484.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:55572.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:55657.0s 加:97.5s 等前:0.0s 等后:9.0s) | ST15 小跑道(开:55763.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#837,A,54374.0,55763.5,6414.5,1389.5,能力满足,ST1 引取(开:54374.0s 加:55.0s 等前:5886.0s 等后:0.0s) | ST2 集约(开:54429.0s 加:106.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:54535.0s 加:0.0s 等前:0.0s 等后:114.5s) | ST4 四轮定位上、下(开:54649.5s 加:115.0s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:54764.5s 加:97.0s 等前:0.0s 等后:12.5s) | ST6 ARHUD+慢充(开:54874.0s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:54988.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:55104.5s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:55215.0s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:55330.0s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:55428.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:55428.0s 加:0.0s 等前:0.0s 等后:118.5s) | ST13 电检1(开:55546.5s 加:0.0s 等前:0.0s 等后:116.0s) | ST14 电检2(开:55662.5s 加:0.0s 等前:0.0s 等后:50.0s) | ST15 小跑道(开:55712.5s 加:51.0s 等前:0.0s 等后:0.0s)
Car#838,C,54429.0,56019.0,6049.5,1590.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:54429.0s 加:56.0s 等前:5883.0s 等后:9.5s) | ST2 集约(开:54494.5s 加:111.0s 等前:0.0s 等后:20.5s) | ST3 空气悬挂+快充(开:54626.0s 加:108.5s 等前:0.0s 等后:35.0s) | ST4 四轮定位上、下(开:54769.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:54890.0s 加:107.0s 等前:0.0s 等后:30.5s) | ST6 ARHUD+慢充(开:55027.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:55171.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:55285.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:55399.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:55512.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:55512.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:55628.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:55716.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:55800.5s 加:97.5s 等前:0.0s 等后:71.0s) | ST15 小跑道(开:55969.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#839,C,54494.5,55918.0,5890.5,1423.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:54494.5s 加:56.0s 等前:5890.5s 等后:0.0s) | ST2 集约(开:54550.5s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:54661.5s 加:108.5s 等前:0.0s 等后:0.0s) | ST4 四轮定位上、下(开:54770.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:54890.5s 加:107.0s 等前:0.0s 等后:0.0s) | ST6 ARHUD+慢充(开:54997.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:55141.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:55255.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:55369.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:55482.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:55482.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:55598.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:55686.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:55770.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:55868.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#840,C,54550.5,56120.0,6034.5,1569.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:54550.5s 加:56.0s 等前:5888.5s 等后:19.5s) | ST2 集约(开:54626.0s 加:111.0s 等前:0.0s 等后:32.5s) | ST3 空气悬挂+快充(开:54769.5s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:54890.0s 加:120.5s 等前:0.0s 等后:17.0s) | ST5 ADAS(开:55027.5s 加:107.0s 等前:0.0s 等后:36.5s) | ST6 ARHUD+慢充(开:55171.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:55314.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:55429.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:55543.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:55655.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:55655.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:55771.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:55859.5s 加:84.5s 等前:0.0s 等后:25.0s) | ST14 电检2(开:55969.0s 加:97.5s 等前:0.0s 等后:3.5s) | ST15 小跑道(开:56070.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#841,A,54626.0,55969.0,6388.0,1343.0,能力满足,ST1 引取(开:54626.0s 加:55.0s 等前:5906.0s 等后:0.0s) | ST2 集约(开:54681.0s 加:106.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:54787.0s 加:0.0s 等前:0.0s 等后:103.5s) | ST4 四轮定位上、下(开:54890.5s 加:115.0s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:55005.5s 加:97.0s 等前:0.0s 等后:38.5s) | ST6 ARHUD+慢充(开:55141.0s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:55255.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:55371.5s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:55482.0s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:55597.0s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:55695.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:55695.0s 加:0.0s 等前:0.0s 等后:75.5s) | ST13 电检1(开:55770.5s 加:0.0s 等前:0.0s 等后:97.5s) | ST14 电检2(开:55868.0s 加:0.0s 等前:0.0s 等后:50.0s) | ST15 小跑道(开:55918.0s 加:51.0s 等前:0.0s 等后:0.0s)
Car#842,A,54681.0,56171.0,6532.0,1490.0,能力满足,ST1 引取(开:54681.0s 加:55.0s 等前:5903.0s 等后:33.5s) | ST2 集约(开:54769.5s 加:106.0s 等前:0.0s 等后:14.5s) | ST3 空气悬挂+快充(开:54890.0s 加:0.0s 等前:0.0s 等后:137.5s) | ST4 四轮定位上、下(开:55027.5s 加:115.0s 等前:0.0s 等后:28.5s) | ST5 ADAS(开:55171.0s 加:97.0s 等前:0.0s 等后:46.5s) | ST6 ARHUD+慢充(开:55314.5s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:55429.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:55545.0s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:55655.5s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:55770.5s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:55868.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:55868.5s 加:0.0s 等前:0.0s 等后:100.5s) | ST13 电检1(开:55969.0s 加:0.0s 等前:0.0s 等后:101.0s) | ST14 电检2(开:56070.0s 加:0.0s 等前:0.0s 等后:50.0s) | ST15 小跑道(开:56120.0s 加:51.0s 等前:0.0s 等后:0.0s)
Car#843,A,54769.5,56070.0,6373.0,1300.5,能力满足,ST1 引取(开:54769.5s 加:55.0s 等前:5933.5s 等后:0.0s) | ST2 集约(开:54824.5s 加:106.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:54930.5s 加:0.0s 等前:0.0s 等后:75.0s) | ST4 四轮定位上、下(开:55005.5s 加:115.0s 等前:0.0s 等后:20.5s) | ST5 ADAS(开:55141.0s 加:97.0s 等前:0.0s 等后:17.5s) | ST6 ARHUD+慢充(开:55255.5s 加:0.0s 等前:0.0s 等后:116.0s) | ST7 转毂(开:55371.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:55487.5s 加:108.0s 等前:0.0s 等后:1.5s) | ST9 EG漏液/底盘漏液(开:55597.0s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:55712.0s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:55810.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:55810.0s 加:0.0s 等前:0.0s 等后:58.0s) | ST13 电检1(开:55868.0s 加:0.0s 等前:0.0s 等后:50.0s) | ST14 电检2(开:55918.0s 加:0.0s 等前:0.0s 等后:101.0s) | ST15 小跑道(开:56019.0s 加:51.0s 等前:0.0s 等后:0.0s)
Car#844,C,54824.5,56349.5,6032.0,1525.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:54824.5s 加:56.0s 等前:5930.5s 等后:9.5s) | ST2 集约(开:54890.0s 加:111.0s 等前:0.0s 等后:26.5s) | ST3 空气悬挂+快充(开:55027.5s 加:108.5s 等前:0.0s 等后:35.0s) | ST4 四轮定位上、下(开:55171.0s 加:120.5s 等前:0.0s 等后:23.0s) | ST5 ADAS(开:55314.5s 加:107.0s 等前:0.0s 等后:7.5s) | ST6 ARHUD+慢充(开:55429.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:55572.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:55687.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:55801.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:55913.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:55913.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:56029.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:56117.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:56202.0s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:56299.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#845,B,54890.0,56264.5,5981.0,1374.5,能力超目标：四轮定位上、下,ST1 引取(开:54890.0s 加:56.0s 等前:5938.0s 等后:0.0s) | ST2 集约(开:54946.0s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:55057.0s 加:108.5s 等前:0.0s 等后:0.0s) | ST4 四轮定位上、下(开:55165.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:55286.0s 加:107.0s 等前:0.0s 等后:0.0s) | ST6 ARHUD+慢充(开:55393.0s 加:51.5s 等前:0.0s 等后:43.0s) | ST7 转毂(开:55487.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:55602.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:55716.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:55828.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:55828.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:55944.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:56032.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:56117.0s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:56214.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#846,C,54946.0,56501.0,6067.5,1555.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:54946.0s 加:56.0s 等前:5936.0s 等后:25.5s) | ST2 集约(开:55027.5s 加:111.0s 等前:0.0s 等后:32.5s) | ST3 空气悬挂+快充(开:55171.0s 加:108.5s 等前:0.0s 等后:35.0s) | ST4 四轮定位上、下(开:55314.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:55435.0s 加:107.0s 等前:0.0s 等后:30.5s) | ST6 ARHUD+慢充(开:55572.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:55716.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:55830.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:55944.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:56057.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:56057.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:56173.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:56261.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:56345.5s 加:97.5s 等前:0.0s 等后:8.0s) | ST15 小跑道(开:56451.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#847,C,55027.5,56451.0,5959.5,1423.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:55027.5s 加:56.0s 等前:5959.5s 等后:0.0s) | ST2 集约(开:55083.5s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:55194.5s 加:108.5s 等前:0.0s 等后:0.0s) | ST4 四轮定位上、下(开:55303.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:55423.5s 加:107.0s 等前:0.0s 等后:0.0s) | ST6 ARHUD+慢充(开:55530.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:55674.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:55788.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:55902.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:56015.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:56015.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:56131.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:56219.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:56303.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:56401.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#848,B,55083.5,56617.0,6159.5,1533.5,能力超目标：四轮定位上、下,ST1 引取(开:55083.5s 加:56.0s 等前:5957.5s 等后:31.5s) | ST2 集约(开:55171.0s 加:111.0s 等前:0.0s 等后:32.5s) | ST3 空气悬挂+快充(开:55314.5s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:55435.0s 加:120.5s 等前:0.0s 等后:17.0s) | ST5 ADAS(开:55572.5s 加:107.0s 等前:0.0s 等后:36.5s) | ST6 ARHUD+慢充(开:55716.0s 加:51.5s 等前:0.0s 等后:63.0s) | ST7 转毂(开:55830.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:55945.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:56059.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:56171.5s 加:0.0s 等前:0.0s 等后:1.5s) | ST11 气囊安装+绝缘(开:56173.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:56289.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:56377.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:56461.5s 加:97.5s 等前:0.0s 等后:8.0s) | ST15 小跑道(开:56567.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#849,B,55171.0,56567.0,6051.5,1396.0,能力超目标：四轮定位上、下,ST1 引取(开:55171.0s 加:56.0s 等前:5987.0s 等后:0.0s) | ST2 集约(开:55227.0s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:55338.0s 加:108.5s 等前:0.0s 等后:0.0s) | ST4 四轮定位上、下(开:55446.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:55567.0s 加:107.0s 等前:0.0s 等后:0.0s) | ST6 ARHUD+慢充(开:55674.0s 加:51.5s 等前:0.0s 等后:63.0s) | ST7 转毂(开:55788.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:55903.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:56017.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:56129.5s 加:0.0s 等前:0.0s 等后:1.5s) | ST11 气囊安装+绝缘(开:56131.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:56247.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:56335.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:56419.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:56517.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#850,C,55227.0,56839.0,6173.5,1612.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:55227.0s 加:56.0s 等前:5985.0s 等后:31.5s) | ST2 集约(开:55314.5s 加:111.0s 等前:0.0s 等后:9.5s) | ST3 空气悬挂+快充(开:55435.0s 加:108.5s 等前:0.0s 等后:29.0s) | ST4 四轮定位上、下(开:55572.5s 加:120.5s 等前:0.0s 等后:23.0s) | ST5 ADAS(开:55716.0s 加:107.0s 等前:0.0s 等后:7.5s) | ST6 ARHUD+慢充(开:55830.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:55974.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:56088.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:56202.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:56315.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:56315.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:56431.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:56519.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:56603.5s 加:97.5s 等前:0.0s 等后:88.0s) | ST15 小跑道(开:56789.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#851,C,55314.5,56738.0,6014.5,1423.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:55314.5s 加:56.0s 等前:6014.5s 等后:0.0s) | ST2 集约(开:55370.5s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:55481.5s 加:108.5s 等前:0.0s 等后:0.0s) | ST4 四轮定位上、下(开:55590.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:55710.5s 加:107.0s 等前:0.0s 等后:0.0s) | ST6 ARHUD+慢充(开:55817.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:55961.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:56075.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:56189.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:56302.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:56302.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:56418.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:56506.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:56590.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:56688.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#852,C,55370.5,56940.0,6158.5,1569.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:55370.5s 加:56.0s 等前:6012.5s 等后:8.5s) | ST2 集约(开:55435.0s 加:111.0s 等前:0.0s 等后:26.5s) | ST3 空气悬挂+快充(开:55572.5s 加:108.5s 等前:0.0s 等后:35.0s) | ST4 四轮定位上、下(开:55716.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:55836.5s 加:107.0s 等前:0.0s 等后:30.5s) | ST6 ARHUD+慢充(开:55974.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:56117.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:56232.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:56346.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:56458.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:56458.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:56574.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:56662.5s 加:84.5s 等前:0.0s 等后:42.0s) | ST14 电检2(开:56789.0s 加:97.5s 等前:0.0s 等后:3.5s) | ST15 小跑道(开:56890.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#853,A,55435.0,56789.0,6512.0,1354.0,能力满足,ST1 引取(开:55435.0s 加:55.0s 等前:6019.0s 等后:0.0s) | ST2 集约(开:55490.0s 加:106.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:55596.0s 加:0.0s 等前:0.0s 等后:114.5s) | ST4 四轮定位上、下(开:55710.5s 加:115.0s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:55825.5s 加:97.0s 等前:0.0s 等后:38.5s) | ST6 ARHUD+慢充(开:55961.0s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:56075.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:56191.5s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:56302.0s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:56417.0s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:56515.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:56515.0s 加:0.0s 等前:0.0s 等后:75.5s) | ST13 电检1(开:56590.5s 加:0.0s 等前:0.0s 等后:97.5s) | ST14 电检2(开:56688.0s 加:0.0s 等前:0.0s 等后:50.0s) | ST15 小跑道(开:56738.0s 加:51.0s 等前:0.0s 等后:0.0s)
Car#854,A,55490.0,56991.0,6656.0,1501.0,能力满足,ST1 引取(开:55490.0s 加:55.0s 等前:6016.0s 等后:27.5s) | ST2 集约(开:55572.5s 加:106.0s 等前:0.0s 等后:37.5s) | ST3 空气悬挂+快充(开:55716.0s 加:0.0s 等前:0.0s 等后:120.5s) | ST4 四轮定位上、下(开:55836.5s 加:115.0s 等前:0.0s 等后:22.5s) | ST5 ADAS(开:55974.0s 加:97.0s 等前:0.0s 等后:46.5s) | ST6 ARHUD+慢充(开:56117.5s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:56232.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:56348.0s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:56458.5s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:56573.5s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:56671.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:56671.5s 加:0.0s 等前:0.0s 等后:117.5s) | ST13 电检1(开:56789.0s 加:0.0s 等前:0.0s 等后:101.0s) | ST14 电检2(开:56890.0s 加:0.0s 等前:0.0s 等后:50.0s) | ST15 小跑道(开:56940.0s 加:51.0s 等前:0.0s 等后:0.0s)
Car#855,A,55572.5,56890.0,6497.0,1317.5,能力满足,ST1 引取(开:55572.5s 加:55.0s 等前:6040.5s 等后:0.0s) | ST2 集约(开:55627.5s 加:106.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:55733.5s 加:0.0s 等前:0.0s 等后:92.0s) | ST4 四轮定位上、下(开:55825.5s 加:115.0s 等前:0.0s 等后:20.5s) | ST5 ADAS(开:55961.0s 加:97.0s 等前:0.0s 等后:17.5s) | ST6 ARHUD+慢充(开:56075.5s 加:0.0s 等前:0.0s 等后:116.0s) | ST7 转毂(开:56191.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:56307.5s 加:108.0s 等前:0.0s 等后:1.5s) | ST9 EG漏液/底盘漏液(开:56417.0s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:56532.0s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:56630.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:56630.0s 加:0.0s 等前:0.0s 等后:58.0s) | ST13 电检1(开:56688.0s 加:0.0s 等前:0.0s 等后:50.0s) | ST14 电检2(开:56738.0s 加:0.0s 等前:0.0s 等后:101.0s) | ST15 小跑道(开:56839.0s 加:51.0s 等前:0.0s 等后:0.0s)
